Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
413,Cameron Oliver\oliveca01,SF,25,ATL,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5
414,Kelly Olynyk\olynyke01,C,30,DET,10,1,23.0,4.5,9.8,.459,1.4,4.1,.341,3.1,5.7,.544,.531,2.1,3.5,.600,1.3,4.0,5.3,2.3,1.4,0.7,1.5,2.7,12.5
415,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
416,Miye Oni\onimi01,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3
417,Cedi Osman\osmande01,SF,26,CLE,29,0,22.9,4.0,8.8,.453,2.3,5.7,.398,1.7,3.1,.556,.582,1.2,1.7,.694,0.4,2.3,2.7,1.8,1.0,0.3,0.9,1.8,11.4
418,Daniel Oturu\oturuda01,C,22,TOR,3,0,9.0,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,1.0,1.7,.600,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
419,Kelly Oubre Jr.\oubreke01,SF,26,CHO,40,10,28.2,6.1,13.3,.458,2.9,7.8,.373,3.2,5.5,.580,.568,1.6,2.3,.674,1.0,3.0,3.9,1.2,1.1,0.4,1.1,2.5,16.6
420,Jaysean Paige\paigeja01,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
421,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
422,Kevin Pangos\pangoke01,PG,29,CLE,18,3,8.7,0.8,2.5,.333,0.3,1.4,.231,0.5,1.1,.474,.400,0.2,0.2,.750,0.1,0.4,0.6,1.7,0.1,0.0,0.4,0.6,2.2
423,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
424,Eric Paschall\pascher01,PF,25,UTA,28,1,11.3,1.5,3.3,.451,0.5,1.8,.286,1.0,1.5,.643,.527,1.0,1.4,.718,0.6,1.2,1.8,0.6,0.1,0.1,0.5,0.9,4.4
425,Chris Paul\paulch01,PG,36,PHO,40,40,32.3,5.3,11.1,.474,1.0,3.0,.328,4.3,8.1,.528,.518,2.5,3.0,.835,0.4,4.0,4.3,10.1,2.0,0.3,2.3,2.2,14.0
426,Cameron Payne\payneca01,PG,27,PHO,35,0,20.3,3.8,9.9,.388,1.1,3.4,.319,2.7,6.5,.425,.443,1.5,1.7,.864,0.4,2.4,2.8,3.6,0.6,0.3,1.9,1.9,10.2
427,Elfrid Payton\paytoel01,PG,27,PHO,21,0,12.1,1.7,4.1,.402,0.0,0.2,.200,1.6,3.9,.415,.408,0.4,0.7,.533,0.5,1.6,2.1,1.9,0.5,0.1,1.1,1.1,3.8
428,Gary Payton II\paytoga02,PG,29,GSW,39,8,17.0,3.3,5.1,.650,0.7,1.8,.420,2.6,3.4,.771,.723,0.6,1.0,.590,1.1,2.6,3.7,0.8,1.4,0.2,0.5,1.7,8.0
429,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
430,Reggie Perry\perryre01,PF,21,POR,2,0,20.5,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.0,0.5,0.0,0.5,3.0,5.5
431,Jamorko Pickett\pickeja01,PF,24,DET,6,0,7.8,0.2,1.7,.100,0.2,1.2,.143,0.0,0.5,.000,.150,0.0,0.0,,0.3,1.2,1.5,0.2,0.0,0.2,0.5,0.5,0.5
432,Theo Pinson\pinsoth01,SF,26,DAL,10,0,9.3,0.8,2.7,.296,0.5,2.0,.250,0.3,0.7,.429,.389,0.4,0.4,1.000,0.0,1.6,1.6,1.2,0.4,0.2,0.2,0.9,2.5
433,Mason Plumlee\plumlma01,C,31,CHO,32,32,24.6,2.8,4.7,.607,0.0,0.0,.000,2.8,4.7,.611,.607,0.8,2.2,.380,2.4,4.8,7.1,2.8,0.9,0.9,1.2,2.9,6.5
434,Jakob Poeltl\poeltja01,C,26,SAS,33,32,28.5,5.8,9.7,.594,0.0,0.0,,5.8,9.7,.594,.594,0.9,2.4,.363,4.1,4.8,8.9,2.7,0.7,1.4,1.6,3.1,12.4
435,Aleksej Pokusevski\pokusal01,PF,20,OKC,36,2,15.1,1.9,5.4,.358,0.6,2.4,.230,1.4,2.9,.462,.409,0.2,0.4,.500,0.9,3.1,4.0,1.1,0.5,0.5,1.2,1.2,4.6
436,Yves Pons\ponsyv01,SF,22,MEM,6,0,3.5,0.2,0.5,.333,0.2,0.2,1.000,0.0,0.3,.000,.500,0.0,0.3,.000,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.3,0.5
437,Jordan Poole\poolejo01,SG,22,GSW,34,29,29.6,6.0,13.5,.442,2.5,7.5,.333,3.5,6.0,.578,.535,2.8,3.1,.895,0.2,2.9,3.1,3.4,0.9,0.3,2.4,2.8,17.2
438,Kevin Porter Jr.\porteke02,PG,21,HOU,26,26,29.7,4.2,11.7,.357,1.8,5.6,.322,2.4,6.1,.390,.434,2.0,3.3,.609,0.8,3.5,4.3,5.8,1.3,0.3,3.8,2.5,12.2
439,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
440,Otto Porter Jr.\porteot01,PF,28,GSW,34,4,21.4,3.0,6.6,.460,1.5,3.9,.391,1.5,2.7,.560,.576,0.5,0.7,.708,1.1,4.0,5.1,1.5,1.0,0.5,0.6,1.3,8.1
441,Bobby Portis\portibo01,C,26,MIL,34,29,28.4,5.9,12.3,.481,1.9,4.5,.428,4.0,7.8,.511,.559,1.6,2.1,.789,2.9,6.4,9.2,1.4,0.8,0.8,1.6,2.7,15.4
442,Kristaps Porziņģis\porzikr01,PF,26,DAL,26,26,30.4,7.2,16.0,.451,1.5,5.5,.282,5.7,10.5,.538,.499,4.7,5.3,.883,2.2,5.8,8.0,2.3,0.8,1.7,1.5,2.3,20.6
443,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
444,Dwight Powell\poweldw01,C,30,DAL,40,37,20.3,2.7,4.4,.605,0.3,0.7,.414,2.4,3.7,.642,.638,1.5,2.1,.720,2.0,2.6,4.6,1.1,0.5,0.4,0.7,2.4,7.1
445,Myles Powell\powelmy01,PG,24,PHI,5,0,7.4,0.8,2.4,.333,0.2,0.8,.250,0.6,1.6,.375,.375,0.4,0.4,1.000,0.2,0.8,1.0,0.4,0.2,0.0,0.6,1.2,2.2
446,Norman Powell\powelno01,SF,28,POR,34,34,32.9,6.2,13.6,.455,2.2,5.5,.399,4.0,8.1,.493,.536,4.0,4.9,.820,0.4,2.5,2.9,2.1,1.0,0.4,1.5,2.3,18.6
447,Joshua Primo\primojo01,SG,19,SAS,17,3,13.5,1.6,4.1,.391,0.8,2.2,.378,0.8,1.9,.406,.493,0.5,0.6,.800,0.4,1.2,1.6,1.2,0.4,0.5,0.7,0.9,4.5
448,Taurean Prince\princta02,PF,27,MIN,30,8,14.8,1.6,4.3,.380,0.9,2.8,.313,0.8,1.5,.500,.481,0.6,0.8,.739,0.4,1.6,2.0,0.9,0.4,0.2,0.6,1.5,4.7
449,Payton Pritchard\pritcpa01,SG,24,BOS,31,2,13.5,1.8,4.9,.359,1.1,3.2,.357,0.6,1.8,.364,.474,0.3,0.3,1.000,0.4,1.5,1.9,1.8,0.2,0.1,0.7,0.9,4.9
450,Trevelin Queen\queentr01,SG,24,HOU,8,0,8.6,1.6,3.6,.448,1.0,2.8,.364,0.6,0.9,.714,.586,0.4,0.4,1.000,0.6,1.1,1.8,0.4,0.6,0.0,0.9,0.8,4.6
451,Neemias Queta\quetane01,C,22,SAC,4,0,8.5,1.0,2.8,.364,0.0,0.0,,1.0,2.8,.364,.364,0.8,1.0,.750,1.0,1.5,2.5,0.8,0.3,0.3,0.5,1.3,2.8
452,Immanuel Quickley\quickim01,PG,22,NYK,37,2,22.9,3.5,9.0,.395,1.8,5.2,.351,1.7,3.7,.457,.497,1.8,1.9,.930,0.4,2.0,2.3,2.7,0.6,0.1,1.2,2.1,10.7
453,Jahmi'us Ramsey\ramseja01,SG,20,SAC,15,0,5.5,0.9,2.3,.412,0.1,0.7,.182,0.8,1.5,.522,.441,0.3,0.7,.500,0.1,0.3,0.3,0.2,0.1,0.1,0.1,0.3,2.3
454,Julius Randle\randlju01,PF,27,NYK,39,39,35.5,6.9,16.6,.416,1.7,5.6,.312,5.2,11.0,.469,.468,3.5,4.6,.764,1.8,8.4,10.2,4.8,0.8,0.6,3.5,2.8,19.0
455,Austin Reaves\reaveau01,SG,23,LAL,22,0,20.3,2.0,4.0,.511,0.8,2.3,.360,1.2,1.7,.711,.614,1.0,1.1,.875,0.3,2.0,2.3,1.1,0.3,0.1,0.5,1.7,5.9
456,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
457,Davon Reed\reedda01,SG,26,DEN,14,2,16.6,1.6,3.6,.431,0.6,1.6,.348,1.0,2.0,.500,.510,0.3,0.4,.800,0.5,2.7,3.2,1.3,1.1,0.1,0.3,1.7,4.0
458,Paul Reed\reedpa01,C,22,PHI,19,2,9.4,1.1,2.2,.476,0.0,0.2,.000,1.1,2.0,.526,.476,0.2,0.3,.500,1.1,1.4,2.4,0.5,0.6,0.5,0.4,1.5,2.3
459,Naz Reid\reidna01,C,22,MIN,38,5,16.7,3.3,7.1,.465,0.8,2.5,.333,2.4,4.6,.538,.524,1.5,2.1,.722,1.5,2.5,4.0,0.7,0.5,0.9,1.0,2.3,8.9
460,Nick Richards\richani01,C,24,CHO,31,5,9.3,1.6,2.4,.685,0.0,0.0,,1.6,2.4,.685,.685,0.8,0.9,.828,0.9,1.3,2.2,0.4,0.3,0.6,0.6,1.4,4.0
461,Josh Richardson\richajo01,SG,28,BOS,29,0,26.1,3.8,8.2,.456,1.4,3.5,.406,2.3,4.8,.493,.542,1.7,2.0,.845,0.6,2.1,2.7,1.4,0.9,0.5,0.8,2.1,10.6
462,Austin Rivers\riverau01,SG,29,DEN,29,9,20.5,2.1,5.5,.384,1.1,3.6,.311,1.0,1.9,.518,.484,0.4,0.6,.611,0.4,1.5,1.9,1.1,0.5,0.1,0.8,1.6,5.7
463,Duncan Robinson\robindu01,SG,27,MIA,37,35,28.2,4.1,10.5,.390,3.1,8.7,.359,1.0,1.8,.537,.538,0.6,0.8,.800,0.4,3.0,3.4,1.5,0.7,0.2,0.7,2.7,12.0
464,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
464,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
464,Justin Robinson\robinju01,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
464,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
465,Mitchell Robinson\robinmi01,C,23,NYK,37,28,24.9,3.2,4.1,.784,0.0,0.0,,3.2,4.1,.784,.784,1.2,2.2,.556,3.4,4.6,8.1,0.5,0.5,1.6,0.8,2.6,7.7
466,Jeremiah Robinson-Earl\robinje02,C,21,OKC,36,28,22.8,2.7,6.6,.415,1.2,3.4,.344,1.6,3.2,.491,.504,0.8,1.1,.692,1.7,3.9,5.6,0.9,0.5,0.3,0.9,1.6,7.4
467,Isaiah Roby\robyis01,PF,23,OKC,18,5,13.7,2.6,4.7,.560,0.6,1.2,.500,2.0,3.4,.581,.625,0.9,1.2,.762,1.1,2.2,3.3,0.7,0.2,0.3,0.8,1.4,6.7
468,Rajon Rondo\rondora01,PG,35,TOT,21,0,16.9,1.6,4.5,.347,0.7,2.1,.318,0.9,2.4,.373,.421,0.3,0.4,.750,0.5,2.4,2.9,3.9,0.7,0.2,2.0,1.5,4.1
468,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
468,Rajon Rondo\rondora01,PG,35,CLE,3,0,21.7,3.3,8.0,.417,2.0,4.7,.429,1.3,3.3,.400,.542,1.7,2.0,.833,0.3,3.7,4.0,4.7,1.0,0.0,2.3,2.0,10.3
469,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
470,Terrence Ross\rosste01,SG,30,ORL,33,0,26.3,4.4,10.5,.416,1.5,4.8,.306,2.9,5.7,.508,.486,2.6,2.9,.876,0.4,2.4,2.8,2.2,0.6,0.2,1.5,1.4,12.8
471,Terry Rozier\roziete01,SG,27,CHO,32,32,32.0,6.7,15.2,.437,2.9,7.6,.387,3.7,7.6,.488,.534,1.9,2.3,.811,0.7,3.2,3.9,3.4,1.2,0.4,1.2,1.4,18.1
472,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
473,D'Angelo Russell\russeda01,PG,25,MIN,31,31,32.9,6.5,16.4,.398,3.0,8.5,.347,3.5,7.8,.455,.489,2.6,3.3,.812,0.4,3.4,3.7,7.0,0.9,0.5,2.6,2.1,18.6
474,Domantas Sabonis\sabondo01,C,25,IND,40,39,34.9,7.1,12.3,.578,0.8,2.4,.323,6.3,9.9,.640,.609,4.2,5.6,.746,3.2,8.8,12.0,4.6,1.0,0.4,3.1,3.1,19.1
475,Olivier Sarr\sarrol01,C,22,OKC,2,0,7.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,1.0,1.0,1.000,0.0,2.5,2.5,0.0,0.0,1.0,0.0,0.5,2.0
476,Tomáš Satoranský\satorto01,SG,30,NOP,31,3,14.9,1.0,3.3,.311,0.2,1.0,.167,0.9,2.4,.370,.335,0.6,0.8,.760,0.6,1.5,2.0,2.3,0.5,0.0,0.7,1.0,2.8
477,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
478,Admiral Schofield\schofad01,SF,24,ORL,10,1,15.6,1.9,3.6,.528,0.5,1.7,.294,1.4,1.9,.737,.597,0.0,0.1,.000,0.2,2.7,2.9,0.9,0.1,0.3,0.8,2.1,4.3
479,Dennis Schröder\schrode01,SG,28,BOS,34,19,31.6,5.8,13.4,.432,1.4,4.2,.326,4.4,9.1,.481,.483,3.0,3.5,.856,0.6,2.8,3.4,4.6,0.8,0.1,2.3,2.5,15.9
480,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
481,Jay Scrubb\scrubja01,SG,21,LAC,13,0,5.7,1.0,2.6,.382,0.4,1.3,.294,0.6,1.3,.471,.456,0.3,0.5,.667,0.1,0.5,0.6,0.5,0.2,0.2,0.2,0.3,2.7
482,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
483,Alperen Şengün\sengual01,C,19,HOU,35,2,18.4,3.1,6.3,.500,0.3,1.1,.308,2.8,5.2,.541,.527,2.4,3.4,.703,1.7,3.1,4.8,2.6,0.9,0.9,1.9,3.1,9.0
484,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
485,Landry Shamet\shamela01,SG,24,PHO,36,7,20.5,2.6,6.8,.381,1.7,4.6,.365,0.9,2.1,.416,.506,0.9,1.1,.846,0.3,1.9,2.1,1.6,0.5,0.1,0.6,1.1,7.8
486,Day'Ron Sharpe\sharpda01,PF,20,BRK,14,0,8.1,1.9,3.1,.628,0.1,0.2,.333,1.9,2.9,.650,.640,0.6,1.2,.529,1.9,1.6,3.5,0.1,0.2,0.4,0.9,1.4,4.6
487,Pascal Siakam\siakapa01,PF,27,TOR,25,25,35.7,7.9,16.6,.475,1.1,3.5,.318,6.8,13.1,.517,.508,3.8,5.2,.731,2.0,6.3,8.3,4.6,1.0,0.8,2.5,3.4,20.7
488,Chris Silva\silvach01,PF,25,TOT,6,0,10.7,1.3,2.2,.615,0.0,0.0,,1.3,2.2,.615,.615,1.3,1.5,.889,1.7,2.8,4.5,0.5,0.0,0.0,0.7,2.0,4.0
488,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Chris Silva\silvach01,PF,25,MIA,5,0,12.2,1.6,2.6,.615,0.0,0.0,,1.6,2.6,.615,.615,1.6,1.8,.889,2.0,3.2,5.2,0.6,0.0,0.0,0.8,2.4,4.8
489,Marko Simonovic\simonma01,C,22,CHI,6,0,3.7,0.0,1.2,.000,0.0,0.5,.000,0.0,0.7,.000,.000,0.8,1.0,.833,0.5,0.5,1.0,0.0,0.0,0.2,0.3,0.8,0.8
490,Anfernee Simons\simonan01,SG,22,POR,35,8,26.0,5.1,11.6,.443,2.4,6.2,.392,2.7,5.4,.503,.548,1.4,1.5,.943,0.5,2.1,2.7,2.9,0.4,0.1,1.5,2.0,14.1
491,Jericho Sims\simsje01,PF,23,NYK,12,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.3,0.3,.750,0.6,1.2,1.8,0.1,0.2,0.4,0.2,0.4,1.3
492,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
493,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
494,Marcus Smart\smartma01,PG,27,BOS,38,38,34.1,4.0,10.2,.393,1.4,4.8,.304,2.6,5.5,.471,.464,2.1,2.6,.798,0.6,3.3,4.0,5.3,1.9,0.3,2.0,2.5,11.6
495,Dennis Smith Jr.\smithde03,PG,24,POR,22,3,17.1,2.1,5.4,.395,0.3,1.1,.240,1.9,4.3,.436,.420,1.0,1.5,.667,0.5,1.8,2.4,3.3,1.2,0.4,1.5,1.1,5.5
496,Ish Smith\smithis01,PG,33,CHO,27,1,14.4,2.1,5.1,.403,0.3,0.7,.444,1.8,4.5,.397,.432,0.3,0.6,.563,0.1,1.3,1.4,2.8,0.6,0.3,1.1,1.0,4.8
497,Jalen Smith\smithja04,PF,21,PHO,19,4,14.3,2.7,5.6,.491,0.4,1.4,.259,2.4,4.2,.570,.524,1.6,1.9,.838,2.3,3.1,5.3,0.3,0.2,0.6,0.7,1.7,7.5
498,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
499,Tony Snell\snellto01,SG,30,POR,28,7,12.4,0.8,2.1,.356,0.6,1.6,.370,0.1,0.5,.308,.500,0.1,0.1,1.000,0.3,1.2,1.4,0.6,0.2,0.1,0.3,1.1,2.2
500,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
501,Cassius Stanley\stanlca01,SG,22,DET,5,1,21.2,2.8,6.6,.424,0.8,2.4,.333,2.0,4.2,.476,.485,1.6,1.6,1.000,1.0,1.4,2.4,0.6,0.6,0.4,1.0,1.8,8.0
502,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
503,Lance Stephenson\stephla01,SF-SG,31,TOT,11,0,17.5,3.1,6.3,.493,0.7,2.3,.320,2.4,4.0,.591,.551,0.5,0.8,.667,0.3,2.5,2.8,3.3,0.5,0.0,1.1,1.7,7.5
503,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
503,Lance Stephenson\stephla01,SG,31,IND,5,0,24.4,5.8,11.2,.518,1.6,4.4,.364,4.2,6.8,.618,.589,1.0,1.4,.714,0.4,2.8,3.2,5.0,1.0,0.0,1.6,2.2,14.2
504,Lamar Stevens\stevela01,PF,24,CLE,27,5,14.0,1.8,4.1,.441,0.4,1.3,.324,1.4,2.9,.494,.491,0.4,0.7,.632,0.7,1.4,2.1,0.6,0.3,0.2,0.5,1.4,4.5
505,Isaiah Stewart\stewais01,C,20,DET,32,32,25.6,3.3,6.3,.527,0.1,0.6,.105,3.3,5.8,.571,.532,1.1,1.6,.673,2.6,5.6,8.3,1.1,0.4,1.3,1.3,2.8,7.8
506,Max Strus\strusma01,SF,25,MIA,29,5,23.3,4.0,8.6,.470,2.6,6.3,.418,1.4,2.3,.612,.622,0.9,1.1,.758,0.3,3.1,3.5,1.2,0.3,0.1,0.7,1.4,11.6
507,Jalen Suggs\suggsja01,PG,20,ORL,21,21,27.8,4.1,12.2,.339,1.2,4.9,.255,2.9,7.4,.394,.389,2.8,3.6,.763,0.8,2.6,3.4,3.6,1.1,0.4,3.2,2.8,12.3
508,Craig Sword\swordcr01,SG,,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
509,Keifer Sykes\sykeske01,PG,28,IND,7,5,26.9,3.7,8.7,.426,1.4,4.7,.303,2.3,4.0,.571,.508,1.1,1.3,.889,0.3,2.4,2.7,3.6,0.6,0.1,1.4,2.6,10.0
510,Jae'Sean Tate\tateja01,SF,26,HOU,40,39,27.3,4.9,9.9,.491,0.8,2.7,.299,4.1,7.2,.563,.532,1.9,2.7,.697,1.7,4.0,5.7,3.0,0.9,0.6,1.8,3.6,12.4
511,Jayson Tatum\tatumja01,SF,23,BOS,37,37,36.7,8.8,21.2,.416,2.8,8.4,.327,6.1,12.8,.475,.481,5.1,6.1,.840,1.1,7.4,8.5,3.7,1.0,0.8,2.9,2.5,25.5
512,Terry Taylor\taylote01,SG,22,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
513,Garrett Temple\templga01,SG,35,NOP,39,12,19.7,2.2,5.4,.403,1.3,3.5,.358,0.9,1.9,.486,.519,0.6,0.8,.733,0.6,2.3,2.9,1.3,0.8,0.4,0.9,1.6,6.2
514,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
515,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
516,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
517,Daniel Theis\theisda01,C,29,HOU,24,21,23.4,3.4,7.2,.468,0.9,3.2,.289,2.5,4.0,.608,.532,1.1,1.6,.684,1.3,4.0,5.3,0.8,0.5,0.7,1.3,2.4,8.8
518,Brodric Thomas\thomabr01,SG,25,BOS,5,0,4.4,0.2,1.2,.167,0.0,0.8,.000,0.2,0.4,.500,.167,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.0,0.8
519,Cam Thomas\thomaca02,SG,20,BRK,28,1,16.4,2.8,6.7,.415,0.6,2.6,.247,2.1,4.1,.522,.463,0.8,1.0,.815,0.2,2.2,2.4,1.2,0.5,0.1,0.7,0.6,7.0
520,Isaiah Thomas\thomais02,PG,32,TOT,5,1,22.8,3.0,9.4,.319,1.0,5.0,.200,2.0,4.4,.455,.372,1.6,2.2,.727,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
520,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
520,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
521,Matt Thomas\thomama02,SG,27,CHI,15,0,9.7,1.1,3.1,.362,0.8,2.0,.400,0.3,1.1,.294,.489,0.2,0.3,.750,0.1,0.9,0.9,0.4,0.2,0.1,0.1,0.3,3.3
