Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
230,Malcolm Hill\hillma01,SG,26,ATL,3,46,19.5,.871,.625,.500,4.7,9.3,7.0,2.9,4.3,2.0,0.0,9.3,,0.2,0.1,0.2,.253,,0.6,3.2,3.9,0.1
231,Solomon Hill\hillso01,PF,30,ATL,13,139,3.4,.200,.650,.000,4.7,13.2,8.9,10.4,1.4,1.3,4.8,6.6,,-0.1,0.1,0.0,-0.013,,-5.0,0.8,-4.2,-0.1
232,Nate Hinton\hintona01,SG,22,IND,2,2,-46.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.6,,-0.1,0.0,-0.1,-1.241,,-27.7,-14.4,-42.1,0.0
233,Jaylen Hoard\hoardja01,SF,22,OKC,1,2,6.0,.000,.000,.000,49.7,51.9,50.8,0.0,0.0,0.0,0.0,21.6,,0.0,0.0,0.0,-0.212,,-3.4,-9.6,-13.0,0.0
234,Aaron Holiday\holidaa01,PG,25,WAS,33,551,11.4,.546,.292,.135,0.8,9.3,5.1,16.9,1.7,1.2,14.1,17.7,,0.2,0.4,0.5,.045,,-2.6,0.0,-2.6,-0.1
235,Jrue Holiday\holidjr01,PG,31,MIL,33,1094,20.2,.576,.320,.161,2.9,11.6,7.3,32.6,2.3,1.8,14.8,24.1,,2.2,1.4,3.5,.154,,2.9,0.5,3.4,1.5
236,Justin Holiday\holidju01,SF,32,IND,35,994,9.0,.542,.752,.098,1.0,10.1,5.6,7.9,1.1,0.8,9.9,16.0,,0.4,0.6,0.9,.045,,-1.8,-0.7,-2.5,-0.1
237,Richaun Holmes\holmeri01,C,28,SAC,27,706,20.9,.723,.019,.298,10.1,25.4,17.7,7.9,0.5,3.3,14.2,16.6,,2.2,0.6,2.8,.188,,1.4,0.2,1.6,0.6
238,Rodney Hood\hoodro01,SF,29,MIL,32,515,7.2,.487,.635,.122,2.3,10.2,6.3,6.6,1.0,0.4,5.5,10.6,,0.2,0.4,0.6,.058,,-3.0,-0.2,-3.2,-0.1
239,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.3,.500,.250,.000,0.0,5.8,2.8,8.4,0.0,0.0,33.3,14.4,,0.0,0.0,0.0,-0.126,,-8.5,-3.1,-11.6,0.0
240,Al Horford\horfoal01,C,35,BOS,32,943,16.9,.538,.464,.217,5.6,22.3,13.9,19.2,1.2,4.6,10.3,16.8,,1.5,1.5,3.0,.155,,1.3,2.4,3.7,1.3
241,Talen Horton-Tucker\hortota01,SG,21,LAL,25,699,10.5,.490,.322,.220,2.9,11.8,7.5,14.0,1.7,1.4,12.2,19.5,,-0.2,0.6,0.5,.034,,-3.7,-0.6,-4.3,-0.4
242,Danuel House Jr.\houseda01,SF,28,TOT,20,290,7.8,.483,.506,.241,2.3,16.4,9.4,11.7,1.0,1.9,16.5,16.9,,-0.2,0.1,-0.1,-0.012,,-3.7,-1.1,-4.8,-0.2
242,Danuel House Jr.\houseda01,SF,28,HOU,16,233,7.2,.467,.459,.257,1.9,18.2,10.0,11.8,1.0,2.0,17.9,18.3,,-0.3,0.1,-0.2,-0.046,,-4.6,-1.1,-5.7,-0.2
242,Danuel House Jr.\houseda01,SF,28,NYK,1,3,-13.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,,0.0,0.0,0.0,-0.363,,-12.2,-8.2,-20.4,0.0
242,Danuel House Jr.\houseda01,SF,28,UTA,3,54,11.9,.621,.750,.167,4.2,9.6,7.0,12.0,0.9,1.6,7.2,11.1,,0.1,0.0,0.2,.157,,0.8,-0.7,0.1,0.0
243,Dwight Howard\howardw01,C,36,LAL,31,456,17.7,.652,.085,.638,12.5,26.0,19.4,5.4,2.4,3.8,16.6,13.5,,0.9,0.8,1.7,.182,,-0.6,1.0,0.4,0.3
244,Markus Howard\howarma02,SG,22,DEN,16,116,11.5,.527,.742,.129,0.0,4.7,2.4,6.8,2.6,0.0,8.4,27.4,,-0.1,0.1,0.0,.017,,-1.7,-1.7,-3.4,0.0
245,Kevin Huerter\huertke01,SG,23,ATL,32,907,11.9,.572,.498,.074,1.3,11.7,6.6,13.7,0.8,0.8,11.9,17.4,,0.8,0.1,0.9,.050,,-0.6,-1.4,-1.9,0.0
246,Jay Huff\huffja01,C,23,LAL,4,20,0.6,.000,.667,.000,5.4,15.5,10.5,5.9,2.4,4.5,25.0,8.6,,-0.1,0.0,0.0,-0.108,,-8.0,0.8,-7.2,0.0
247,Elijah Hughes\hugheel01,SF,23,UTA,10,62,15.8,.738,.737,.158,0.0,15.0,7.9,9.2,1.6,0.0,16.4,16.9,,0.1,0.1,0.2,.156,,1.9,0.6,2.5,0.1
248,De'Andre Hunter\huntede01,SF,24,ATL,11,306,7.5,.516,.342,.090,1.4,9.1,5.3,3.3,1.1,0.9,10.8,18.4,,-0.2,0.1,-0.2,-0.024,,-3.6,-1.2,-4.8,-0.2
249,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1.2,.694,.000,1.000,0.0,23.2,11.9,10.9,0.0,0.0,58.1,13.5,,-0.1,0.0,0.0,-0.078,,-7.9,-0.7,-8.6,0.0
250,Bones Hyland\hylanbo01,PG,21,DEN,29,481,9.8,.479,.613,.144,1.4,12.9,7.2,14.1,1.5,1.4,9.9,24.2,,-0.4,0.5,0.1,.009,,-3.1,-0.8,-3.9,-0.2
251,Serge Ibaka\ibakase01,C,32,LAC,23,368,12.6,.553,.347,.174,7.0,19.3,13.3,11.7,0.7,3.2,17.2,18.8,,0.1,0.5,0.6,.076,,-2.3,0.3,-2.0,0.0
252,Andre Iguodala\iguodan01,SF,38,GSW,21,437,13.5,.493,.596,.135,3.9,14.4,9.4,26.8,1.9,3.3,15.3,11.1,,0.6,0.8,1.5,.161,,0.1,3.6,3.7,0.6
253,Joe Ingles\inglejo01,SF,34,UTA,36,908,11.0,.585,.784,.079,1.5,10.7,6.3,18.8,1.1,0.5,15.8,13.2,,1.3,0.7,2.0,.107,,0.1,0.4,0.5,0.6
254,Brandon Ingram\ingrabr01,SF,24,NOP,32,1109,18.1,.544,.257,.297,2.4,17.0,9.5,26.2,0.8,0.9,11.7,29.4,,1.4,0.5,1.8,.079,,2.6,-1.3,1.4,0.9
255,Kyrie Irving\irvinky01,PG,29,BRK,2,72,17.6,.547,.263,.132,1.5,14.1,8.1,18.4,2.7,2.4,13.0,27.8,,0.0,0.1,0.1,.075,,-0.8,-1.2,-1.9,0.0
256,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.4,.557,.278,.222,4.0,13.1,8.6,0.0,0.6,0.0,4.8,11.0,,0.1,0.0,0.1,.043,,-3.8,-3.0,-6.8,-0.1
257,Frank Jackson\jacksfr01,PG,23,DET,33,749,10.5,.536,.610,.174,1.5,6.1,3.7,7.0,1.0,1.0,7.6,20.3,,0.2,0.2,0.5,.029,,-1.4,-1.7,-3.1,-0.2
258,Isaiah Jackson\jacksis01,PF,20,IND,9,49,11.6,.433,.000,.353,13.6,20.4,17.0,0.0,2.0,3.5,4.8,18.4,,0.0,0.1,0.1,.060,,-4.9,-1.2,-6.1,-0.1
259,Jaren Jackson Jr.\jacksja02,PF,22,MEM,42,1150,17.1,.533,.425,.310,5.1,17.0,10.9,6.0,1.9,6.8,10.0,25.8,,1.0,1.8,2.8,.116,,-0.5,0.4,-0.2,0.5
260,Josh Jackson\jacksjo02,SF,24,DET,31,581,10.9,.508,.443,.201,3.0,16.5,9.3,12.6,1.4,1.7,12.2,20.0,,-0.2,0.4,0.2,.020,,-3.0,-0.7,-3.6,-0.2
261,Justin Jackson\jacksju01,SF,26,TOT,4,25,20.5,.845,.625,.250,4.3,20.4,12.6,0.0,0.0,0.0,10.1,17.1,,0.1,0.0,0.1,.211,,5.3,-0.2,5.1,0.0
261,Justin Jackson\jacksju01,SF,26,BOS,1,2,24.0,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,,0.0,0.0,0.0,.257,,2.0,-4.8,-2.8,0.0
261,Justin Jackson\jacksju01,SF,26,PHO,3,23,20.2,.929,.714,.000,4.7,22.2,13.7,0.0,0.0,0.0,12.5,15.0,,0.1,0.0,0.1,.207,,5.6,0.2,5.8,0.0
262,Reggie Jackson\jacksre01,SG,31,LAC,38,1207,11.5,.488,.473,.115,1.8,9.3,5.6,20.1,1.2,0.4,11.4,26.6,,-0.9,1.1,0.3,.011,,-1.4,-1.4,-2.8,-0.2
263,LeBron James\jamesle01,SF,37,LAL,29,1067,27.5,.630,.381,.275,3.3,17.7,10.7,32.1,2.2,2.8,12.6,30.5,,3.5,1.5,4.9,.221,,7.1,1.5,8.7,2.9
264,DeJon Jarreau\jarrede01,SG,24,IND,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.005,,-6.1,-1.5,-7.7,0.0
265,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.7,.500,.500,.000,0.0,24.1,11.8,14.5,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,.094,,-5.5,0.3,-5.1,0.0
266,Ty Jerome\jeromty01,SG,24,OKC,31,460,13.2,.507,.512,.179,3.0,7.7,5.3,18.3,2.0,0.6,9.6,22.6,,0.1,0.4,0.5,.051,,-1.4,-0.2,-1.6,0.0
267,Isaiah Joe\joeis01,SG,22,PHI,24,294,9.1,.512,.739,.163,1.1,11.5,6.4,9.1,0.9,0.6,6.6,16.2,,0.1,0.2,0.3,.049,,-1.9,-1.8,-3.7,-0.1
268,Alize Johnson\johnsal02,PF,25,TOT,19,139,9.9,.492,.138,.276,16.7,21.1,18.9,7.5,1.1,0.0,25.3,13.8,,0.0,0.1,0.2,.052,,-3.7,-1.7,-5.3,-0.1
268,Alize Johnson\johnsal02,PF,25,CHI,16,121,10.4,.537,.087,.304,14.6,18.0,16.3,8.7,1.2,0.0,23.5,12.3,,0.1,0.1,0.2,.085,,-3.1,-0.7,-3.8,-0.1
268,Alize Johnson\johnsal02,PF,25,WAS,3,18,6.0,.311,.333,.167,31.0,41.4,36.3,0.0,0.0,0.0,31.8,23.3,,-0.1,0.0,-0.1,-0.173,,-7.5,-8.3,-15.8,-0.1
269,B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.7,.520,.400,.000,9.8,14.9,12.3,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,.066,,-0.5,-4.2,-4.7,0.0
270,Cameron Johnson\johnsca02,PF,25,PHO,39,1000,15.4,.623,.648,.163,2.7,14.4,8.7,7.0,1.6,0.9,6.7,17.3,,1.9,1.5,3.4,.162,,2.2,0.8,3.0,1.3
271,David Johnson\johnsda08,SG,20,TOR,2,2,-20.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.506,,-18.5,-9.0,-27.5,0.0
272,Jalen Johnson\johnsja05,PF,20,ATL,11,52,10.6,.560,.353,.353,0.0,26.9,13.5,2.8,0.0,0.0,9.2,18.1,,0.0,0.0,0.0,.029,,-2.8,-2.1,-5.0,0.0
273,James Johnson\johnsja01,PF,34,BRK,27,485,10.2,.506,.233,.147,5.5,15.1,10.5,13.2,1.2,2.0,12.1,12.5,,0.3,0.5,0.8,.079,,-2.4,0.2,-2.2,0.0
274,Joe Johnson\johnsjo02,SG,40,BOS,1,2,40.3,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,.331,,12.2,2.4,14.6,0.0
275,Keldon Johnson\johnske04,SF,22,SAS,36,1111,13.2,.541,.287,.238,3.6,18.5,10.9,7.7,1.3,0.3,9.3,20.5,,0.6,1.0,1.6,.067,,-1.0,-1.2,-2.2,0.0
276,Keon Johnson\johnske07,SG,19,LAC,15,135,9.7,.440,.216,.412,4.8,11.4,8.2,14.1,2.5,1.3,10.4,21.9,,-0.1,0.2,0.1,.031,,-5.8,0.0,-5.7,-0.1
277,Stanley Johnson\johnsst04,PF,25,LAL,7,158,9.0,.567,.600,.333,2.0,10.4,6.3,7.4,2.4,1.7,8.0,10.1,,0.2,0.2,0.3,.104,,-4.6,0.6,-4.0,-0.1
278,Tyler Johnson\johnsty01,PG,29,TOT,6,91,7.4,.425,.650,.000,3.5,10.6,7.1,9.5,1.6,2.9,9.1,10.5,,0.0,0.1,0.1,.036,,-3.7,0.6,-3.1,0.0
278,Tyler Johnson\johnsty01,PG,29,PHI,3,38,9.8,.550,.700,.000,2.9,14.3,8.7,7.4,1.3,2.4,9.1,13.0,,0.0,0.0,0.1,.075,,-2.3,0.2,-2.1,0.0
278,Tyler Johnson\johnsty01,PG,29,SAS,3,53,5.6,.300,.600,.000,3.9,7.9,5.9,11.0,1.8,3.2,9.1,8.8,,0.0,0.0,0.0,.008,,-4.7,0.9,-3.8,0.0
279,Nikola Jokić\jokicni01,C,26,DEN,34,1116,32.2,.636,.237,.296,9.6,37.7,23.8,40.9,2.0,2.3,15.3,32.3,,4.2,2.2,6.4,.275,,8.8,4.6,13.4,4.3
280,Carlik Jones\jonesca03,PG,24,TOT,5,23,-1.5,.202,.111,.222,4.7,9.7,7.2,26.8,2.2,0.0,23.3,25.0,,-0.2,0.0,-0.1,-0.283,,-11.0,-4.1,-15.1,-0.1
280,Carlik Jones\jonesca03,PG,24,DAL,3,19,-3.8,.127,.143,.286,5.7,11.8,8.7,32.5,2.6,0.0,27.6,25.6,,-0.2,0.0,-0.1,-0.337,,-12.7,-4.2,-16.9,-0.1
280,Carlik Jones\jonesca03,PG,24,DEN,2,4,9.6,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,,0.0,0.0,0.0,-0.023,,-3.0,-3.8,-6.8,0.0
281,Damian Jones\jonesda03,C,26,SAC,25,354,16.1,.668,.124,.517,11.4,20.5,15.9,7.9,0.4,2.6,19.2,16.3,,0.7,0.2,0.9,.124,,-1.3,-0.9,-2.3,0.0
282,Derrick Jones Jr.\jonesde02,PF,24,CHI,30,533,15.8,.689,.303,.377,7.7,13.7,10.7,4.1,1.4,3.8,9.5,12.9,,1.4,0.7,2.0,.184,,-0.1,0.9,0.8,0.4
283,Herbert Jones\joneshe01,C,23,NOP,38,1092,12.1,.561,.223,.249,4.6,9.5,7.0,9.4,2.4,3.3,12.2,13.1,,1.0,0.9,1.9,.084,,-2.1,1.1,-1.0,0.3
284,Jemerrio Jones\jonesje01,SF,26,LAL,2,15,14.9,.667,.000,.000,14.4,6.9,10.5,0.0,3.2,0.0,0.0,8.6,,0.0,0.0,0.1,.181,,-0.9,-0.2,-1.0,0.0
285,Kai Jones\joneska01,C,21,CHO,12,33,2.6,.580,.167,.667,3.1,16.5,9.6,8.0,0.0,0.0,39.2,16.3,,-0.1,0.0,-0.1,-0.136,,-8.4,-4.2,-12.6,-0.1
286,Mason Jones\jonesma05,SG,23,LAL,2,9,-2.2,.282,.250,.250,12.0,11.4,11.7,0.0,5.3,0.0,10.1,46.9,,-0.1,0.0,-0.1,-0.434,,-13.2,-4.6,-17.8,0.0
287,Tre Jones\jonestr01,PG,22,SAS,35,442,13.5,.535,.100,.162,3.5,13.3,8.3,23.8,1.4,0.0,13.1,15.3,,0.6,0.3,0.9,.100,,-1.7,0.0,-1.7,0.0
288,Tyus Jones\jonesty01,PG,25,MEM,42,900,17.2,.577,.370,.125,1.4,12.5,6.8,27.2,2.0,0.2,9.8,15.6,,2.2,0.8,3.0,.162,,1.6,0.4,2.0,0.9
289,DeAndre Jordan\jordade01,C,33,LAL,28,365,18.3,.674,.000,.205,13.0,31.9,22.7,4.3,1.3,5.9,17.4,12.8,,0.7,0.7,1.4,.179,,-1.1,1.1,0.0,0.2
290,Cory Joseph\josepco01,PG,30,DET,29,644,12.4,.587,.370,.321,1.3,9.4,5.1,25.6,1.7,0.7,18.5,15.1,,0.7,0.4,1.0,.078,,-1.9,0.0,-1.9,0.0
291,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,48,6.1,.535,.364,.818,8.9,8.6,8.7,0.0,1.0,2.1,21.1,16.9,,0.0,0.0,0.0,.001,,-5.8,-2.2,-8.0,-0.1
292,Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.9,.635,.227,.303,6.6,16.9,11.9,10.6,2.1,3.4,6.3,19.0,,0.6,0.3,0.9,.243,,2.4,2.2,4.6,0.3
293,Luke Kennard\kennalu01,SG,25,LAC,35,1015,12.5,.597,.669,.100,0.6,11.4,6.2,10.6,1.2,0.4,7.3,16.0,,1.3,1.0,2.4,.112,,0.4,0.3,0.7,0.7
294,Braxton Key\keybr01,SF,24,PHI,2,6,9.6,.500,.500,.000,18.6,18.1,18.4,25.7,8.3,0.0,50.0,30.0,,0.0,0.0,0.0,-0.161,,-9.3,3.1,-6.2,0.0
295,George King\kingge03,SF,28,DAL,4,19,-12.4,.085,.800,.400,0.0,29.4,14.4,0.0,0.0,0.0,14.5,16.2,,-0.1,0.0,-0.1,-0.297,,-16.2,-3.4,-19.6,-0.1
296,Louis King\kinglo02,SF,22,SAC,5,55,11.3,.499,.615,.269,0.0,15.5,7.7,2.7,1.8,0.0,0.0,22.6,,0.0,0.0,0.1,.062,,-2.2,-1.7,-3.9,0.0
297,Corey Kispert\kispeco01,SF,22,WAS,36,622,10.0,.539,.561,.193,3.2,9.4,6.4,6.7,0.8,1.3,8.4,14.5,,0.4,0.3,0.6,.050,,-1.5,-1.5,-3.0,-0.2
298,Maxi Kleber\klebima01,PF,30,DAL,25,617,12.5,.580,.747,.169,5.1,22.3,13.5,6.2,0.9,3.3,9.3,13.2,,0.7,0.9,1.6,.125,,-0.3,1.2,1.0,0.5
299,Brandon Knight\knighbr03,PG,30,DAL,3,54,17.4,.638,.650,.400,0.0,14.5,7.1,23.0,0.9,0.0,14.5,22.8,,0.1,0.1,0.2,.169,,-0.1,-0.9,-1.0,0.0
300,Nathan Knight\knighna01,PF,24,MIN,21,179,17.3,.623,.156,.889,11.3,19.7,15.3,11.2,0.8,3.9,16.1,17.4,,0.4,0.2,0.6,.169,,-1.1,0.3,-0.8,0.1
301,Kevin Knox\knoxke01,SF,22,NYK,12,110,12.4,.541,.692,.256,6.8,13.8,10.3,4.3,0.9,0.9,10.3,19.5,,0.1,0.1,0.2,.067,,0.8,-2.3,-1.4,0.0
302,John Konchar\konchjo01,SG,25,MEM,35,579,15.3,.655,.455,.205,7.2,18.3,12.6,10.5,2.4,1.1,10.9,9.9,,1.3,0.7,2.0,.165,,0.9,1.5,2.4,0.6
303,Furkan Korkmaz\korkmfu01,SG,24,PHI,35,808,11.8,.501,.573,.147,1.7,13.6,7.7,14.5,1.4,0.5,8.6,19.5,,0.2,0.6,0.8,.048,,-1.3,-1.2,-2.5,-0.1
304,Luke Kornet\kornelu01,C,26,TOT,3,18,6.6,.273,.167,.500,18.4,5.8,11.9,7.3,0.0,4.9,0.0,17.7,,0.0,0.0,0.0,-0.006,,-7.8,-4.4,-12.3,0.0
304,Luke Kornet\kornelu01,C,26,CLE,2,15,8.9,.316,.200,.600,14.9,6.9,10.8,8.8,0.0,5.9,0.0,18.4,,0.0,0.0,0.0,.024,,-6.6,-3.2,-9.8,0.0
304,Luke Kornet\kornelu01,C,26,MIL,1,3,-5.2,.000,.000,.000,35.5,0.0,17.5,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.154,,-13.8,-10.6,-24.4,0.0
305,Vit Krejci\krejcvi01,SG,21,OKC,3,9,-0.9,.347,1.000,1.000,0.0,34.6,16.9,0.0,0.0,0.0,25.8,18.7,,0.0,0.0,0.0,-0.172,,-11.9,-2.1,-14.0,0.0
306,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.030,,-4.9,-5.6,-10.5,0.0
307,Jonathan Kuminga\kuminjo01,SF,19,GSW,28,271,11.3,.540,.315,.417,4.6,14.3,9.7,4.6,1.8,1.1,12.9,23.5,,-0.1,0.5,0.4,.065,,-4.0,-0.3,-4.3,-0.2
308,Kyle Kuzma\kuzmaky01,PF,26,WAS,39,1298,14.6,.545,.438,.222,3.3,24.5,14.1,13.0,1.0,1.7,12.4,21.8,,0.4,1.2,1.7,.062,,-0.2,-0.4,-0.6,0.4
309,Anthony Lamb\lamban01,SF,24,SAS,2,8,-0.4,.000,1.000,.000,0.0,13.2,6.5,27.9,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.139,,-6.1,-1.9,-8.0,0.0
310,Jeremy Lamb\lambje01,SF,29,IND,28,410,14.8,.515,.497,.284,3.2,15.9,9.6,13.3,1.6,2.1,7.3,21.8,,0.5,0.4,0.9,.101,,0.7,-0.1,0.6,0.3
311,Jock Landale\landajo01,C,26,SAS,22,207,22.2,.698,.368,.211,12.4,9.2,10.8,13.5,0.7,3.3,13.5,19.6,,0.7,0.1,0.9,.200,,4.1,-0.7,3.4,0.3
312,Romeo Langford\langfro01,SG,22,BOS,31,587,9.7,.506,.434,.161,5.1,12.4,8.7,4.2,1.6,1.9,7.3,12.3,,0.3,0.7,0.9,.077,,-2.4,0.7,-1.7,0.0
313,Zach LaVine\lavinza01,SF,26,CHI,36,1255,21.2,.610,.391,.245,1.0,14.6,7.8,20.3,0.9,0.8,11.8,30.1,,2.7,1.1,3.8,.144,,4.6,-1.2,3.4,1.7
314,Jake Layman\laymaja01,SF,27,MIN,18,155,6.5,.444,.522,.174,2.6,13.5,7.8,4.5,1.6,1.9,12.4,15.2,,-0.2,0.2,0.0,-0.004,,-5.2,-0.9,-6.2,-0.2
315,Damion Lee\leeda03,SG,29,GSW,29,589,11.4,.563,.492,.190,1.7,13.9,8.1,7.1,1.2,0.7,7.0,16.8,,0.6,0.9,1.5,.119,,-1.8,0.4,-1.4,0.1
316,Saben Lee\leesa01,PG,22,DET,21,333,15.4,.511,.394,.339,2.4,15.1,8.4,24.9,3.3,2.2,13.2,18.5,,0.2,0.4,0.6,.088,,-0.9,2.4,1.5,0.3
317,Alex Len\lenal01,C,28,SAC,27,481,13.6,.576,.134,.324,8.8,20.9,14.8,8.9,0.7,3.8,16.9,17.3,,0.4,0.4,0.8,.077,,-2.8,-0.1,-2.9,-0.1
318,Caris LeVert\leverca01,SG,27,IND,28,850,16.5,.517,.322,.211,2.4,9.6,6.0,21.8,1.7,1.5,9.2,27.2,,0.7,0.7,1.4,.077,,0.8,-0.7,0.1,0.5
319,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,341,10.1,.466,.397,.082,2.8,9.8,6.2,23.0,1.6,0.3,14.7,22.3,,-0.3,0.1,-0.2,-0.022,,-2.5,-1.7,-4.2,-0.2
320,Scottie Lewis\lewissc01,SG,21,CHO,2,7,14.9,.568,,,0.0,0.0,0.0,16.2,6.8,0.0,0.0,5.3,,0.0,0.0,0.0,.155,,0.5,5.7,6.2,0.0
321,Damian Lillard\lillada01,PG,31,POR,29,1056,19.5,.550,.514,.328,1.3,11.4,6.3,33.5,0.8,1.0,11.6,29.5,,2.2,0.0,2.3,.102,,4.5,-2.9,1.5,0.9
322,Nassir Little\littlna01,SF,21,POR,35,884,13.5,.558,.486,.296,6.0,18.8,12.3,6.8,1.3,3.3,9.8,15.6,,1.0,0.5,1.5,.081,,-0.9,-0.7,-1.6,0.1
323,Isaiah Livers\liveris01,SF,23,DET,1,5,-10.9,.000,1.000,.000,0.0,0.0,0.0,0.0,9.7,18.2,33.3,25.6,,-0.1,0.0,-0.1,-0.516,,-21.0,3.8,-17.2,0.0
324,Kevon Looney\looneke01,C,25,GSW,40,798,15.3,.557,.005,.319,13.8,22.3,18.2,11.0,1.3,3.7,13.0,13.4,,1.4,1.7,3.1,.186,,-1.6,1.7,0.1,0.4
325,Brook Lopez\lopezbr01,C,33,MIL,1,28,11.9,.444,.444,.000,7.6,11.0,9.4,0.0,1.7,10.7,0.0,13.8,,0.0,0.0,0.1,.095,,-3.1,0.4,-2.6,0.0
326,Robin Lopez\lopezro01,C,33,ORL,17,303,16.6,.584,.028,.208,12.9,9.2,11.1,19.6,0.2,3.0,16.6,19.8,,0.5,0.1,0.5,.086,,-0.2,-1.5,-1.7,0.0
327,Didi Louzada\louzama01,SF,22,NOP,2,7,-1.1,.000,1.000,.000,30.3,0.0,15.5,17.9,0.0,0.0,0.0,18.3,,0.0,0.0,0.0,-0.254,,-3.8,-8.7,-12.4,0.0
328,Kevin Love\loveke01,PF,33,CLE,33,711,22.9,.614,.620,.326,6.0,30.2,18.6,15.5,0.8,1.0,9.5,26.0,,2.1,1.3,3.4,.229,,6.6,0.7,7.3,1.7
329,Kyle Lowry\lowryky01,PG,35,MIA,36,1235,15.0,.564,.588,.262,2.1,12.6,7.3,35.9,1.4,1.1,20.6,19.8,,1.9,1.3,3.2,.126,,1.1,0.0,1.1,1.0
330,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,26,379,9.1,.540,.689,.170,2.3,9.9,6.1,7.5,1.3,0.7,8.1,14.3,,0.3,0.1,0.4,.049,,-2.4,-1.4,-3.7,-0.2
331,Trey Lyles\lylestr01,PF,26,DET,37,691,15.3,.554,.416,.351,6.9,20.8,13.4,10.5,1.0,1.8,10.6,20.9,,0.8,0.5,1.3,.091,,-0.4,-0.9,-1.3,0.1
332,Théo Maledon\maledth01,PG,20,OKC,21,285,5.8,.428,.564,.385,2.8,10.6,6.6,11.2,1.7,0.7,16.5,16.6,,-0.4,0.2,-0.2,-0.031,,-6.3,-0.2,-6.5,-0.3
333,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,22,262,12.6,.536,.467,.160,10.6,10.2,10.4,6.4,1.1,2.3,10.1,14.6,,0.3,0.2,0.6,.106,,-0.4,-0.7,-1.1,0.1
334,Terance Mann\mannte01,SF,25,LAC,41,1212,12.6,.574,.341,.224,5.3,13.3,9.4,11.9,0.9,0.4,10.7,15.3,,1.6,1.2,2.9,.113,,-0.9,-0.1,-1.0,0.3
335,Tre Mann\manntr01,PG,20,OKC,27,458,9.3,.484,.411,.125,2.2,11.1,6.5,6.5,1.4,1.2,8.2,20.8,,-0.4,0.4,0.0,.000,,-3.9,-1.2,-5.1,-0.4
336,Boban Marjanović\marjabo01,C,33,DAL,16,95,21.4,.627,.054,.286,8.0,27.0,17.3,4.8,0.0,1.9,14.9,34.9,,0.0,0.1,0.1,.066,,-1.4,-1.3,-2.7,0.0
337,Lauri Markkanen\markkla01,PF,24,CLE,32,972,13.1,.527,.509,.173,4.1,14.3,9.4,8.2,1.1,1.5,6.3,19.4,,0.9,1.3,2.2,.107,,-0.5,0.1,-0.4,0.4
338,Naji Marshall\marshna01,SF,24,NOP,21,215,8.4,.437,.415,.446,6.9,21.2,13.9,13.2,2.1,1.3,20.5,19.5,,-0.3,0.2,-0.1,-0.026,,-5.5,-0.5,-6.0,-0.2
339,Caleb Martin\martica02,SF,26,MIA,30,681,14.8,.594,.397,.221,5.4,12.5,8.9,6.6,2.1,2.7,9.0,16.0,,1.0,0.9,1.9,.136,,0.2,0.8,0.9,0.5
340,Cody Martin\martico01,SF,26,CHO,36,964,14.5,.590,.352,.249,4.8,11.6,8.1,13.3,2.6,1.8,10.4,12.7,,1.7,0.6,2.3,.114,,-0.1,0.7,0.7,0.7
341,Kelan Martin\martike03,SF,26,IND,27,444,10.3,.492,.440,.077,4.0,9.2,6.6,7.1,1.5,1.7,7.5,18.4,,0.0,0.3,0.3,.035,,-2.2,-0.8,-3.0,-0.1
